set,part,row,col,x0,y0,x1,y1,cell_left,cell_right,cell_top,cell_bottom,refined_top,refined_right
31,2,2,6,1097,440,1246,589,1094,1247,438,590,438,1247
31,2,2,7,1278,440,1427,589,1276,1428,438,590,438,1428
31,2,2,8,1458,440,1607,589,1456,1608,438,590,438,1608
31,2,2,9,1639,440,1788,589,1637,1789,438,590,438,1789
31,2,3,0,13,621,162,770,11,163,619,772,619,163
31,2,3,1,195,621,344,770,192,345,619,772,619,345
31,2,3,2,375,621,524,770,372,525,619,772,619,525
31,2,3,3,556,621,705,770,553,706,619,772,619,706
31,2,3,4,736,621,885,770,733,886,619,772,619,886
31,2,3,5,917,621,1066,770,914,1067,619,772,619,1067
31,2,3,6,1097,621,1246,770,1094,1247,619,772,619,1247
31,2,3,7,1278,621,1427,770,1276,1428,619,772,619,1428
31,2,3,8,1458,621,1607,770,1456,1608,619,772,619,1608
31,2,3,9,1639,621,1788,770,1637,1789,619,772,619,1789
31,2,4,0,13,802,162,951,11,163,800,953,800,163
31,2,4,1,195,802,344,951,192,345,800,953,800,345
31,2,4,2,375,802,524,951,372,525,800,953,800,525
31,2,4,3,556,802,705,951,553,706,800,953,800,706
31,2,4,4,736,802,885,951,733,886,800,953,800,886
31,2,4,5,917,802,1066,951,914,1067,800,953,800,1067
31,2,4,6,1097,802,1246,951,1094,1247,800,953,800,1247
31,2,4,7,1278,802,1427,951,1276,1428,800,953,800,1428
31,2,4,8,1458,802,1607,951,1456,1608,800,953,800,1608
31,2,4,9,1639,802,1788,951,1637,1789,800,953,800,1789
32,1,0,0,16,75,165,224,14,166,73,225,73,166
32,1,0,1,196,75,345,224,194,347,73,225,73,346
32,1,0,2,376,75,525,224,374,526,73,225,73,526
32,1,0,3,557,75,706,224,554,707,73,225,73,707
32,1,0,4,736,75,885,224,734,886,73,225,73,886
32,1,0,5,917,75,1066,224,915,1067,73,225,73,1067
32,1,0,6,1096,75,1245,224,1094,1246,73,225,73,1246
32,1,0,7,1277,75,1426,224,1275,1427,73,225,73,1427
32,1,0,8,1456,75,1605,224,1454,1606,73,225,73,1606
32,1,0,9,1637,75,1786,224,1635,1787,73,225,73,1787
32,1,1,0,16,256,165,405,14,166,254,406,254,166
32,1,1,1,196,256,345,405,194,346,254,406,254,346
32,1,1,2,376,256,525,405,374,526,254,406,254,526
32,1,1,3,557,256,706,405,554,707,254,406,254,707
32,1,1,4,736,256,885,405,734,886,254,406,254,886
32,1,1,5,917,256,1066,405,915,1067,254,406,254,1067
32,1,1,6,1096,256,1245,405,1094,1246,254,406,254,1246
32,1,1,7,1277,256,1426,405,1275,1427,254,406,254,1427
32,1,1,8,1456,256,1605,405,1454,1606,254,406,254,1606
32,1,1,9,1637,256,1786,405,1635,1787,254,406,254,1787
32,1,2,0,16,437,165,586,14,166,435,586,435,166
32,1,2,1,196,437,345,586,194,346,435,586,435,346
32,1,2,2,376,437,525,586,374,526,435,586,435,526
32,1,2,3,557,437,706,586,554,707,435,586,435,707
32,1,2,4,736,437,885,586,734,886,435,586,435,886
32,1,2,5,917,437,1066,586,915,1067,435,586,435,1067
32,1,2,6,1096,437,1245,586,1094,1246,435,586,435,1246
32,1,2,7,1277,437,1426,586,1275,1427,435,586,435,1427
32,1,2,8,1456,437,1605,586,1454,1606,435,586,435,1606
32,1,2,9,1637,437,1786,586,1635,1787,435,586,435,1787
32,1,3,0,16,617,165,766,14,166,615,767,615,166
32,1,3,1,196,617,345,766,194,346,615,767,615,346
32,1,3,2,376,617,525,766,374,526,615,767,615,526
32,1,3,3,557,617,706,766,554,707,615,767,615,707
32,1,3,4,736,617,885,766,734,886,615,767,615,886
32,1,3,5,917,617,1066,766,914,1067,615,767,615,1067
32,1,3,6,1096,617,1245,766,1094,1246,615,767,615,1246
32,1,3,7,1277,617,1426,766,1275,1427,615,767,615,1427
32,1,3,8,1456,617,1605,766,1454,1606,615,767,615,1606
32,1,3,9,1637,617,1786,766,1635,1787,615,767,615,1787
32,1,4,0,16,798,165,947,14,166,796,948,796,166
32,1,4,1,196,798,345,947,194,346,796,948,796,346
32,1,4,2,376,798,525,947,374,526,796,948,796,526
32,1,4,3,557,798,706,947,554,707,796,948,796,707
32,1,4,4,736,798,885,947,734,886,796,948,796,886
32,1,4,5,917,798,1066,947,914,1067,796,948,796,1067
32,1,4,6,1096,798,1245,947,1094,1246,796,948,796,1246
32,1,4,7,1277,798,1426,947,1275,1427,796,948,796,1427
32,1,4,8,1456,798,1605,947,1454,1606,796,948,796,1606
32,1,4,9,1637,798,1786,947,1635,1787,796,948,796,1787
32,2,0,0,16,75,165,224,14,166,73,225,73,166
32,2,0,1,196,75,345,224,194,346,73,225,73,346
32,2,0,2,376,75,525,224,374,526,73,225,73,526
32,2,0,3,556,75,705,224,554,707,73,225,73,706
32,2,0,4,736,75,885,224,734,886,73,225,73,886
32,2,0,5,917,75,1066,224,914,1067,73,225,73,1067
32,2,0,6,1096,75,1245,224,1094,1246,73,225,73,1246
32,2,0,7,1277,75,1426,224,1275,1427,73,225,73,1427
32,2,0,8,1456,75,1605,224,1454,1606,73,225,73,1606
32,2,0,9,1637,75,1786,224,1635,1787,73,225,73,1787
32,2,1,0,16,256,165,405,14,166,253,405,254,166
32,2,1,1,196,256,345,405,194,347,253,405,254,346
32,2,1,2,376,256,525,405,374,526,253,405,254,526
32,2,1,3,556,256,705,405,554,707,253,405,254,706
32,2,1,4,736,256,885,405,734,886,253,405,254,886
32,2,1,5,917,256,1066,405,915,1067,253,405,254,1067
32,2,1,6,1096,256,1245,405,1094,1246,253,405,254,1246
32,2,1,7,1277,256,1426,405,1275,1427,253,405,254,1427
32,2,1,8,1456,256,1605,405,1454,1606,253,405,254,1606
32,2,1,9,1637,256,1786,405,1635,1787,253,405,254,1787
32,2,2,0,16,436,165,585,14,166,434,586,434,166
32,2,2,1,196,436,345,585,194,346,434,586,434,346
32,2,2,2,376,436,525,585,374,526,434,586,434,526
32,2,2,3,557,436,706,585,554,707,434,586,434,707
32,2,2,4,736,436,885,585,734,886,434,586,434,886
32,2,2,5,917,436,1066,585,915,1067,434,586,434,1067
32,2,2,6,1096,436,1245,585,1094,1246,434,586,434,1246
32,2,2,7,1277,436,1426,585,1275,1427,434,586,434,1427
32,2,2,8,1456,436,1605,585,1454,1606,434,586,434,1606
32,2,2,9,1637,436,1786,585,1635,1787,434,586,434,1787
32,2,3,0,16,617,165,766,14,166,615,767,615,166
32,2,3,1,196,617,345,766,194,346,615,767,615,346
32,2,3,2,376,617,525,766,374,526,615,767,615,526
32,2,3,3,557,617,706,766,554,707,615,767,615,707
32,2,3,4,736,617,885,766,734,886,615,767,615,886
32,2,3,5,917,617,1066,766,914,1067,615,767,615,1067
32,2,3,6,1096,617,1245,766,1094,1246,615,767,615,1246
32,2,3,7,1277,617,1426,766,1275,1427,615,767,615,1427
32,2,3,8,1456,617,1605,766,1454,1606,615,767,615,1606
32,2,3,9,1637,617,1786,766,1635,1787,615,767,615,1787
32,2,4,0,16,798,165,947,14,166,796,948,796,166
32,2,4,1,196,798,345,947,194,347,796,948,796,346
32,2,4,2,376,798,525,947,374,526,796,948,796,526
32,2,4,3,557,798,706,947,554,707,796,948,796,707
32,2,4,4,736,798,885,947,734,886,796,948,796,886
32,2,4,5,916,798,1065,947,914,1067,796,948,796,1066
32,2,4,6,1096,798,1245,947,1094,1246,796,948,796,1246
32,2,4,7,1277,798,1426,947,1275,1427,796,948,796,1427
32,2,4,8,1456,798,1605,947,1454,1606,796,948,796,1606
32,2,4,9,1637,798,1786,947,1635,1787,796,948,796,1787
33,1,0,0,10,71,159,220,8,160,69,222,69,160
33,1,0,1,191,71,340,220,189,341,69,222,69,341
33,1,0,2,371,71,520,220,369,521,69,222,69,521
33,1,0,3,552,71,701,220,550,702,69,222,69,702
33,1,0,4,732,71,881,220,730,882,69,222,69,882
33,1,0,5,913,71,1062,220,911,1063,69,222,69,1063
33,1,0,6,1093,71,1242,220,1091,1243,69,222,69,1243
33,1,0,7,1274,71,1423,220,1271,1424,69,222,69,1424
33,1,0,8,1453,71,1602,220,1451,1603,69,222,69,1603
33,1,0,9,1634,71,1783,220,1632,1784,69,222,69,1784
33,1,1,0,10,252,159,401,8,160,250,403,250,160
33,1,1,1,191,252,340,401,189,341,250,403,250,341
33,1,1,2,371,252,520,401,369,521,250,403,250,521
33,1,1,3,552,252,701,401,550,702,250,403,250,702
33,1,1,4,732,252,881,401,730,882,250,403,250,882
33,1,1,5,913,252,1062,401,911,1063,250,403,250,1063
33,1,1,6,1093,252,1242,401,1091,1243,250,403,250,1243
33,1,1,7,1274,252,1423,401,1271,1424,250,403,250,1424
33,1,1,8,1453,252,1602,401,1451,1603,250,403,250,1603
33,1,1,9,1634,252,1783,401,1632,1784,250,403,250,1784
33,1,2,0,10,433,159,582,8,160,431,584,431,160
33,1,2,1,191,433,340,582,189,341,431,584,431,341
33,1,2,2,371,433,520,582,369,521,431,584,431,521
33,1,2,3,552,433,701,582,550,702,431,584,431,702
33,1,2,4,732,433,881,582,730,882,431,584,431,882
33,1,2,5,913,433,1062,582,911,1063,431,584,431,1063
33,1,2,6,1093,433,1242,582,1091,1243,431,584,431,1243
33,1,2,7,1274,433,1423,582,1271,1424,431,584,431,1424
33,1,2,8,1453,433,1602,582,1451,1603,431,584,431,1603
33,1,2,9,1634,433,1783,582,1632,1784,431,584,431,1784
33,1,3,0,10,614,159,763,8,161,612,765,612,160
33,1,3,1,191,615,340,764,189,341,612,765,613,341
33,1,3,2,371,615,520,764,369,521,612,765,613,521
33,1,3,3,552,614,701,763,550,702,612,765,612,702
33,1,3,4,732,614,881,763,730,882,612,765,612,882
33,1,3,5,913,614,1062,763,911,1063,612,765,612,1063
33,1,3,6,1093,615,1242,764,1091,1243,612,765,613,1243
33,1,3,7,1274,614,1423,763,1271,1424,612,765,612,1424
33,1,3,8,1453,615,1602,764,1451,1603,612,765,613,1603
33,1,3,9,1634,614,1783,763,1632,1784,612,765,612,1784
33,1,4,0,10,796,159,945,8,160,793,946,794,160
33,1,4,1,191,796,340,945,189,341,793,946,794,341
33,1,4,2,371,796,520,945,369,521,793,946,794,521
33,1,4,3,552,796,701,945,550,702,793,946,794,702
33,1,4,4,732,796,881,945,730,882,793,946,794,882
33,1,4,5,913,796,1062,945,911,1063,793,946,794,1063
33,1,4,6,1093,796,1242,945,1091,1243,793,946,794,1243
33,1,4,7,1274,796,1423,945,1271,1424,793,946,794,1424
33,1,4,8,1453,796,1602,945,1451,1603,793,946,794,1603
33,1,4,9,1634,796,1783,945,1632,1784,793,946,794,1784
33,2,0,0,10,72,159,221,8,160,69,222,70,160
33,2,0,1,191,72,340,221,189,341,69,222,70,341
33,2,0,2,371,72,520,221,369,521,69,222,70,521
33,2,0,3,552,72,701,221,550,702,69,222,70,702
33,2,0,4,732,72,881,221,730,882,69,222,70,882
33,2,0,5,913,72,1062,221,911,1063,69,222,70,1063
33,2,0,6,1093,72,1242,221,1091,1243,69,222,70,1243
33,2,0,7,1274,72,1423,221,1271,1424,69,222,70,1424
33,2,0,8,1453,72,1602,221,1451,1603,69,222,70,1603
33,2,0,9,1634,72,1783,221,1632,1784,69,222,70,1784
33,2,1,0,10,253,159,402,8,161,246,403,251,160
33,2,1,1,191,253,340,402,189,341,246,403,251,341
33,2,1,2,371,253,520,402,369,521,246,403,251,521
33,2,1,3,552,253,701,402,550,702,246,403,251,702
33,2,1,4,732,253,881,402,730,882,246,403,251,882
33,2,1,5,913,253,1062,402,911,1063,246,403,251,1063
33,2,1,6,1093,248,1242,397,1091,1243,246,403,246,1243
33,2,1,7,1274,253,1423,402,1271,1424,246,403,251,1424
33,2,1,8,1453,253,1602,402,1451,1603,246,403,251,1603
33,2,1,9,1634,253,1783,402,1632,1784,246,403,251,1784
33,2,2,0,10,434,159,583,8,160,432,584,432,160
33,2,2,1,191,434,340,583,189,341,432,584,432,341
33,2,2,2,371,434,520,583,369,521,432,584,432,521
33,2,2,3,552,434,701,583,550,702,432,584,432,702
33,2,2,4,732,434,881,583,730,882,432,584,432,882
33,2,2,5,913,434,1062,583,911,1063,432,584,432,1063
33,2,2,6,1093,434,1242,583,1090,1243,432,584,432,1243
33,2,2,7,1274,434,1423,583,1271,1424,432,584,432,1424
33,2,2,8,1453,434,1602,583,1451,1603,432,584,432,1603
33,2,2,9,1634,434,1783,583,1632,1784,432,584,432,1784
33,2,3,0,10,615,159,764,8,160,613,765,613,160
33,2,3,1,191,615,340,764,189,341,613,765,613,341
33,2,3,2,371,615,520,764,369,521,613,765,613,521
33,2,3,3,552,615,701,764,550,702,613,765,613,702
33,2,3,4,732,615,881,764,730,882,613,765,613,882
33,2,3,5,913,615,1062,764,911,1063,613,765,613,1063
33,2,3,6,1093,615,1242,764,1091,1243,613,765,613,1243
33,2,3,7,1274,615,1423,764,1271,1424,613,765,613,1424
33,2,3,8,1453,615,1602,764,1451,1603,613,765,613,1603
33,2,3,9,1634,615,1783,764,1632,1784,613,765,613,1784
33,2,4,0,10,796,159,945,8,161,794,946,794,160
33,2,4,1,191,796,340,945,189,341,794,946,794,341
33,2,4,2,371,796,520,945,369,521,794,946,794,521
33,2,4,3,552,796,701,945,550,702,794,946,794,702
33,2,4,4,732,796,881,945,730,882,794,946,794,882
33,2,4,5,914,796,1063,945,911,1064,794,946,794,1064
33,2,4,6,1093,796,1242,945,1091,1243,794,946,794,1243
33,2,4,7,1274,796,1423,945,1271,1424,794,946,794,1424
33,2,4,8,1453,796,1602,945,1451,1603,794,946,794,1603
33,2,4,9,1634,796,1783,945,1632,1785,794,946,794,1784
34,1,0,0,11,68,160,217,8,161,66,219,66,161
34,1,0,1,192,68,341,217,190,342,66,219,66,342
34,1,0,2,373,68,522,217,370,523,66,219,66,523
34,1,0,3,554,68,703,217,552,704,66,219,66,704
34,1,0,4,735,68,884,217,732,885,66,219,66,885
34,1,0,5,916,68,1065,217,913,1066,66,219,66,1066
34,1,0,6,1097,68,1246,217,1094,1247,66,219,66,1247
34,1,0,7,1278,68,1427,217,1275,1428,66,219,66,1428
34,1,0,8,1458,68,1607,217,1456,1608,66,219,66,1608
34,1,0,9,1640,68,1789,217,1637,1790,66,219,66,1790
34,1,1,0,11,250,160,399,8,161,248,401,248,161
34,1,1,1,192,250,341,399,190,342,248,401,248,342
34,1,1,2,373,250,522,399,370,523,248,401,248,523
34,1,1,3,554,250,703,399,552,704,248,401,248,704
34,1,1,4,735,250,884,399,732,885,248,401,248,885
34,1,1,5,916,250,1065,399,913,1066,248,401,248,1066
34,1,1,6,1097,250,1246,399,1094,1247,248,401,248,1247
34,1,1,7,1278,250,1427,399,1275,1428,248,401,248,1428
34,1,1,8,1458,250,1607,399,1456,1608,248,401,248,1608
34,1,1,9,1640,250,1789,399,1637,1790,248,401,248,1790
34,1,2,0,11,432,160,581,8,161,429,583,430,161
34,1,2,1,192,432,341,581,190,342,429,583,430,342
34,1,2,2,373,432,522,581,370,523,429,583,430,523
34,1,2,3,554,432,703,581,552,704,429,583,430,704
34,1,2,4,735,432,884,581,732,885,429,583,430,885
34,1,2,5,916,432,1065,581,913,1066,429,583,430,1066
34,1,2,6,1097,432,1246,581,1094,1247,429,583,430,1247
34,1,2,7,1278,432,1427,581,1275,1428,429,583,430,1428
34,1,2,8,1458,432,1607,581,1456,1608,429,583,430,1608
34,1,2,9,1640,432,1789,581,1637,1790,429,583,430,1790
34,1,3,0,11,613,160,762,8,161,611,764,611,161
34,1,3,1,192,613,341,762,190,342,611,764,611,342
34,1,3,2,373,613,522,762,370,523,611,764,611,523
34,1,3,3,554,613,703,762,552,704,611,764,611,704
34,1,3,4,735,613,884,762,732,885,611,764,611,885
34,1,3,5,916,613,1065,762,913,1066,611,764,611,1066
34,1,3,6,1097,613,1246,762,1094,1247,611,764,611,1247
34,1,3,7,1278,613,1427,762,1275,1428,611,764,611,1428
34,1,3,8,1458,613,1607,762,1456,1608,611,764,611,1608
34,1,3,9,1640,613,1789,762,1637,1790,611,764,611,1790
34,1,4,0,11,795,160,944,8,161,793,946,793,161
34,1,4,1,192,795,341,944,190,342,793,946,793,342
34,1,4,2,373,795,522,944,370,523,793,946,793,523
34,1,4,3,554,795,703,944,552,704,793,946,793,704
34,1,4,4,735,795,884,944,732,885,793,946,793,885
34,1,4,5,916,795,1065,944,913,1066,793,946,793,1066
34,1,4,6,1097,795,1246,944,1094,1247,793,946,793,1247
34,1,4,7,1278,795,1427,944,1275,1428,793,946,793,1428
34,1,4,8,1458,795,1607,944,1456,1608,793,946,793,1608
34,1,4,9,1640,795,1789,944,1637,1790,793,946,793,1790
34,2,0,0,11,68,160,217,8,161,66,219,66,161
34,2,0,1,192,68,341,217,190,342,66,219,66,342
34,2,0,2,373,68,522,217,370,523,66,219,66,523
34,2,0,3,554,68,703,217,552,704,66,219,66,704
34,2,0,4,735,68,884,217,732,885,66,219,66,885
34,2,0,5,916,68,1065,217,913,1066,66,219,66,1066
34,2,0,6,1097,68,1246,217,1094,1247,66,219,66,1247
34,2,0,7,1278,68,1427,217,1275,1428,66,219,66,1428
34,2,0,8,1458,68,1607,217,1456,1608,66,219,66,1608
34,2,0,9,1640,68,1789,217,1637,1790,66,219,66,1790
34,2,1,0,11,249,160,398,8,161,247,400,247,161
34,2,1,1,192,249,341,398,190,342,247,400,247,342
34,2,1,2,373,249,522,398,370,523,247,400,247,523
34,2,1,3,554,249,703,398,552,704,247,400,247,704
34,2,1,4,735,249,884,398,732,885,247,400,247,885
34,2,1,5,916,249,1065,398,913,1066,247,400,247,1066
34,2,1,6,1097,250,1246,399,1094,1247,247,400,248,1247
34,2,1,7,1278,249,1427,398,1275,1428,247,400,247,1428
34,2,1,8,1458,249,1607,398,1456,1608,247,400,247,1608
34,2,1,9,1640,249,1789,398,1637,1790,247,400,247,1790
34,2,2,0,11,431,160,580,8,161,429,582,429,161
34,2,2,1,192,431,341,580,190,342,429,582,429,342
34,2,2,2,373,431,522,580,370,523,429,582,429,523
34,2,2,3,554,431,703,580,552,704,429,582,429,704
34,2,2,4,735,431,884,580,732,885,429,582,429,885
34,2,2,5,916,431,1065,580,913,1066,429,582,429,1066
34,2,2,6,1097,431,1246,580,1094,1247,429,582,429,1247
34,2,2,7,1278,431,1427,580,1275,1428,429,582,429,1428
34,2,2,8,1458,431,1607,580,1456,1608,429,582,429,1608
34,2,2,9,1640,431,1789,580,1637,1790,429,582,429,1790
34,2,3,0,11,613,160,762,8,161,611,764,611,161
34,2,3,1,192,613,341,762,190,342,611,764,611,342
34,2,3,2,373,613,522,762,370,523,611,764,611,523
34,2,3,3,554,613,703,762,552,704,611,764,611,704
34,2,3,4,735,613,884,762,732,885,611,764,611,885
34,2,3,5,916,613,1065,762,913,1066,611,764,611,1066
34,2,3,6,1097,613,1246,762,1094,1247,611,764,611,1247
34,2,3,7,1278,613,1427,762,1275,1428,611,764,611,1428
34,2,3,8,1458,613,1607,762,1456,1608,611,764,611,1608
34,2,3,9,1640,613,1789,762,1637,1790,611,764,611,1790
34,2,4,0,11,794,160,943,8,161,792,945,792,161
34,2,4,1,187,794,336,943,184,337,792,945,792,337
34,2,4,2,373,794,522,943,370,523,792,945,792,523
34,2,4,3,554,794,703,943,552,704,792,945,792,704
34,2,4,4,735,794,884,943,732,885,792,945,792,885
34,2,4,5,916,794,1065,943,913,1066,792,945,792,1066
34,2,4,6,1097,794,1246,943,1094,1247,792,945,792,1247
34,2,4,7,1278,794,1427,943,1275,1428,792,945,792,1428
34,2,4,8,1458,794,1607,943,1456,1608,792,945,792,1608
34,2,4,9,1640,794,1789,943,1637,1790,792,945,792,1790
35,1,0,0,8,71,157,220,6,159,69,222,69,158
35,1,0,1,190,71,339,220,187,340,69,222,69,340
35,1,0,2,370,71,519,220,368,520,69,222,69,520
35,1,0,3,552,71,701,220,549,702,69,222,69,702
35,1,0,4,732,71,881,220,730,882,69,222,69,882
35,1,0,5,914,71,1063,220,911,1064,69,222,69,1064
35,1,0,6,1095,71,1244,220,1092,1245,69,222,69,1245
35,1,0,7,1276,71,1425,220,1273,1426,69,222,69,1426
35,1,0,8,1457,71,1606,220,1454,1607,69,222,69,1607
35,1,0,9,1638,71,1787,220,1635,1788,69,222,69,1788
35,1,1,0,8,253,157,402,6,159,251,404,251,158
35,1,1,1,190,253,339,402,187,340,251,404,251,340
35,1,1,2,370,253,519,402,368,520,251,404,251,520
35,1,1,3,552,253,701,402,549,702,251,404,251,702
35,1,1,4,732,253,881,402,730,882,251,404,251,882
35,1,1,5,914,253,1063,402,911,1064,251,404,251,1064
35,1,1,6,1095,253,1244,402,1092,1245,251,404,251,1245
35,1,1,7,1276,253,1425,402,1273,1426,251,404,251,1426
35,1,1,8,1457,253,1606,402,1454,1607,251,404,251,1607
35,1,1,9,1638,253,1787,402,1635,1788,251,404,251,1788
35,1,2,0,8,435,157,584,6,159,432,585,433,158
35,1,2,1,190,435,339,584,187,340,432,585,433,340
35,1,2,2,370,435,519,584,368,520,432,585,433,520
35,1,2,3,552,435,701,584,549,702,432,585,433,702
35,1,2,4,732,435,881,584,730,882,432,585,433,882
35,1,2,5,914,435,1063,584,911,1064,432,585,433,1064
35,1,2,6,1095,435,1244,584,1092,1245,432,585,433,1245
35,1,2,7,1276,435,1425,584,1273,1426,432,585,433,1426
35,1,2,8,1457,435,1606,584,1454,1607,432,585,433,1607
35,1,2,9,1638,435,1787,584,1635,1788,432,585,433,1788
35,1,3,0,9,616,158,765,6,159,614,767,614,159
35,1,3,1,190,616,339,765,187,340,614,767,614,340
35,1,3,2,370,616,519,765,368,520,614,767,614,520
35,1,3,3,552,616,701,765,549,702,614,767,614,702
35,1,3,4,732,616,881,765,730,882,614,767,614,882
35,1,3,5,914,616,1063,765,911,1064,614,767,614,1064
35,1,3,6,1095,616,1244,765,1092,1245,614,767,614,1245
35,1,3,7,1276,616,1425,765,1273,1426,614,767,614,1426
35,1,3,8,1457,616,1606,765,1454,1607,614,767,614,1607
35,1,3,9,1638,616,1787,765,1635,1788,614,767,614,1788
35,1,4,0,9,798,158,947,6,159,796,949,796,159
35,1,4,1,190,798,339,947,187,340,796,949,796,340
35,1,4,2,370,798,519,947,368,520,796,949,796,520
35,1,4,3,552,798,701,947,549,702,796,949,796,702
35,1,4,4,732,798,881,947,730,882,796,949,796,882
35,1,4,5,914,798,1063,947,911,1064,796,949,796,1064
35,1,4,6,1095,798,1244,947,1092,1245,796,949,796,1245
35,1,4,7,1276,798,1425,947,1273,1426,796,949,796,1426
35,1,4,8,1457,798,1606,947,1454,1607,796,949,796,1607
35,1,4,9,1638,798,1787,947,1635,1788,796,949,796,1788
35,2,0,0,9,71,158,220,6,159,69,222,69,159
35,2,0,1,190,71,339,220,187,340,69,222,69,340
35,2,0,2,370,71,519,220,368,520,69,222,69,520
35,2,0,3,552,71,701,220,549,702,69,222,69,702
35,2,0,4,732,71,881,220,730,882,69,222,69,882
35,2,0,5,914,71,1063,220,911,1064,69,222,69,1064
35,2,0,6,1095,71,1244,220,1092,1245,69,222,69,1245
35,2,0,7,1276,71,1425,220,1273,1426,69,222,69,1426
35,2,0,8,1457,71,1606,220,1454,1607,69,222,69,1607
35,2,0,9,1638,71,1787,220,1635,1788,69,222,69,1788
35,2,1,0,8,253,157,402,6,159,251,404,251,158
35,2,1,1,190,253,339,402,187,340,251,404,251,340
35,2,1,2,370,253,519,402,368,520,251,404,251,520
35,2,1,3,552,253,701,402,549,702,251,404,251,702
35,2,1,4,732,253,881,402,730,882,251,404,251,882
35,2,1,5,914,253,1063,402,911,1064,251,404,251,1064
35,2,1,6,1094,253,1243,402,1092,1245,251,404,251,1244
35,2,1,7,1276,253,1425,402,1273,1426,251,404,251,1426
35,2,1,8,1457,253,1606,402,1454,1607,251,404,251,1607
35,2,1,9,1638,253,1787,402,1635,1788,251,404,251,1788
35,2,2,0,8,435,157,584,6,159,433,585,433,158
35,2,2,1,190,435,339,584,187,340,433,585,433,340
35,2,2,2,370,435,519,584,368,520,433,585,433,520
35,2,2,3,552,435,701,584,549,702,433,585,433,702
35,2,2,4,732,435,881,584,730,882,433,585,433,882
35,2,2,5,914,435,1063,584,911,1064,433,585,433,1064
35,2,2,6,1095,435,1244,584,1092,1245,433,585,433,1245
35,2,2,7,1276,435,1425,584,1273,1426,433,585,433,1426
35,2,2,8,1457,435,1606,584,1454,1607,433,585,433,1607
35,2,2,9,1638,435,1787,584,1635,1788,433,585,433,1788
35,2,3,0,8,616,157,765,6,159,614,767,614,158
35,2,3,1,190,616,339,765,187,340,614,767,614,340
35,2,3,2,370,616,519,765,368,520,614,767,614,520
35,2,3,3,552,616,701,765,549,702,614,767,614,702
35,2,3,4,732,616,881,765,730,882,614,767,614,882
35,2,3,5,914,616,1063,765,911,1064,614,767,614,1064
35,2,3,6,1095,616,1244,765,1092,1245,614,767,614,1245
35,2,3,7,1276,616,1425,765,1273,1426,614,767,614,1426
35,2,3,8,1457,616,1606,765,1454,1607,614,767,614,1607
35,2,3,9,1638,616,1787,765,1635,1788,614,767,614,1788
35,2,4,0,9,798,158,947,6,159,796,949,796,159
35,2,4,1,190,798,339,947,187,340,796,949,796,340
35,2,4,2,370,798,519,947,368,520,796,949,796,520
35,2,4,3,552,798,701,947,549,702,796,949,796,702
35,2,4,4,732,798,881,947,730,882,796,949,796,882
35,2,4,5,914,798,1063,947,911,1064,796,949,796,1064
35,2,4,6,1095,798,1244,947,1092,1245,796,949,796,1245
35,2,4,7,1276,798,1425,947,1273,1426,796,949,796,1426
35,2,4,8,1457,798,1606,947,1454,1607,796,949,796,1607
35,2,4,9,1638,798,1787,947,1635,1788,796,949,796,1788
36,1,0,0,10,70,159,219,8,160,68,221,68,160
36,1,0,1,192,70,341,219,189,342,68,221,68,342
36,1,0,2,372,70,521,219,370,522,68,221,68,522
36,1,0,3,554,70,703,219,551,704,68,221,68,704
36,1,0,4,735,70,884,219,732,885,68,221,68,885
36,1,0,5,917,70,1066,219,913,1067,68,221,68,1067
36,1,0,6,1097,70,1246,219,1094,1247,68,221,68,1247
36,1,0,7,1278,70,1427,219,1276,1429,68,221,68,1428
36,1,0,8,1459,70,1608,219,1456,1609,68,221,68,1609
36,1,0,9,1641,70,1790,219,1638,1791,68,221,68,1791
36,1,1,0,10,252,159,401,8,160,250,403,250,160
36,1,1,1,192,252,341,401,189,342,250,403,250,342
36,1,1,2,372,252,521,401,370,522,250,403,250,522
36,1,1,3,554,252,703,401,551,704,250,403,250,704
36,1,1,4,735,252,884,401,732,885,250,403,250,885
36,1,1,5,916,252,1065,401,913,1067,250,403,250,1066
36,1,1,6,1097,252,1246,401,1094,1247,250,403,250,1247
36,1,1,7,1278,252,1427,401,1276,1429,250,403,250,1428
36,1,1,8,1459,252,1608,401,1456,1609,250,403,250,1609
36,1,1,9,1641,252,1790,401,1638,1791,250,403,250,1791
36,1,2,0,10,434,159,583,8,160,432,585,432,160
36,1,2,1,192,434,341,583,189,342,432,585,432,342
36,1,2,2,372,434,521,583,370,522,432,585,432,522
36,1,2,3,554,434,703,583,551,704,432,585,432,704
36,1,2,4,735,434,884,583,732,885,432,585,432,885
36,1,2,5,917,434,1066,583,913,1067,432,585,432,1067
36,1,2,6,1097,434,1246,583,1094,1247,432,585,432,1247
36,1,2,7,1278,434,1427,583,1276,1429,432,585,432,1428
36,1,2,8,1459,434,1608,583,1456,1609,432,585,432,1609
36,1,2,9,1641,434,1790,583,1638,1791,432,585,432,1791
36,1,3,0,10,615,159,764,8,160,613,766,613,160
36,1,3,1,192,616,341,765,189,342,613,766,614,342
36,1,3,2,372,615,521,764,370,522,613,766,613,522
36,1,3,3,554,615,703,764,551,704,613,766,613,704
36,1,3,4,735,616,884,765,732,885,613,766,614,885
36,1,3,5,917,615,1066,764,913,1067,613,766,613,1067
